ID	symbol	synonyms	ensembl
61862	Gria2	GluA2;GluR-K2;GluR2;gluR-B	ENSRNOG00000054204
61863	Gria4	GluA4;GluR-D;Glur4	ENSRNOG00000006957
61864	Npy4r	NPY4-R;PP1;Ppyr1	ENSRNOG00000061026;ENSRNOG00055010727;ENSRNOG00060014726;ENSRNOG00065016316
61865	Lbp	Bpifd2;MGC124626	ENSRNOG00000014532
61866	Aldh3a2	Aldh4;FALDH;msALDH	ENSRNOG00000002342
61867	Casp9	Apaf3;Casp-9-CTD;Casp9_v1;Ice-Lap6;Mch6	ENSRNOG00000012944
61868	Dpf1	BAF45B;Neud4;neuro-d4	ENSRNOG00000020687;ENSRNOG00055033396;ENSRNOG00060026019;ENSRNOG00065034072
61869	Grb14		ENSRNOG00000052498
61870	Ramp1		ENSRNOG00000019926;ENSRNOG00065020874
61871	Rhag	LOC100361616;Rh50	ENSRNOG00000050121
61872	Ramp2		ENSRNOG00000020415;ENSRNOG00000020441;ENSRNOG00065003184
61873	Ramp3		ENSRNOG00000053766
61874	Psmb2		ENSRNOG00000011463;ENSRNOG00055013855;ENSRNOG00060015270;ENSRNOG00065030659
61875	Psmb3		ENSRNOG00000052730;ENSRNOG00055032642;ENSRNOG00060026200;ENSRNOG00065031097
61876	Prap1	Upa	ENSRNOG00000018446;ENSRNOG00055001426;ENSRNOG00055027542;ENSRNOG00060025217;ENSRNOG00065017854
61877	Psmb4	RN3	ENSRNOG00000020979
61879	Psmb5		ENSRNOG00000013386
61880	Vamp3	CEB;MGC108618;VAMP-3	ENSRNOG00000030055;ENSRNOG00055014964;ENSRNOG00060003545;ENSRNOG00065009620
61881	Psmb6	Psmb6l	ENSRNOG00000019551;ENSRNOG00055032900;ENSRNOG00060020772;ENSRNOG00065028399
61882	Nr4a3	NOR-2	ENSRNOG00000005964;ENSRNOG00055020913;ENSRNOG00060005198;ENSRNOG00065010687
61883	Ghrh	GHRF;GRF	ENSRNOG00000007782;ENSRNOG00055026810;ENSRNOG00060023424;ENSRNOG00065027216
61884	Clns1a	Clci;Clcni;Clns 1a;Icln;i(Cln);pICln	ENSRNOG00000012788
61885	Pitpna	Pitpn	ENSRNOG00000003846
61887	Pdcd2		ENSRNOG00000001490
61888	Map2k2	MAPKK 2;MEK 2;MEK2;Prkmk2	ENSRNOG00000020005
61889	Mefv	LOC102552366	ENSRNOG00000008134
61890	Map2k5	MAPKK 5;MEK 5;Mek5	ENSRNOG00000007926;ENSRNOG00055025959;ENSRNOG00060020809;ENSRNOG00065007900
61891	Tas1r1	Gpr70	ENSRNOG00000009708;ENSRNOG00055015555;ENSRNOG00060003568;ENSRNOG00065009699
61892	Eci1	Dci;MECI	ENSRNOG00000008843;ENSRNOG00055027196;ENSRNOG00060010220;ENSRNOG00065010437
61893	Pfkp	ATP-PFK;MGC105718;PFK-C;PFK-P;pfkc	ENSRNOG00000017163;ENSRNOG00055006544;ENSRNOG00060015533;ENSRNOG00065003704
61894	Tas1r2	Aldh4a1;Gpr71;LOC690574;T1r2;Tr2	ENSRNOG00000061876;ENSRNOG00055023561;ENSRNOG00060027576;ENSRNOG00065022494
61895	Dcn	DSPG;MGC94682;PG-S2;PG40	ENSRNOG00000004554;ENSRNOG00055005884;ENSRNOG00060005312;ENSRNOG00065012130
61896	Nme6	NDK 6;Nm23-R6	ENSRNOG00000020721
61897	Ptafr	PAF-R;PAFr	ENSRNOG00000013231;ENSRNOG00055028383;ENSRNOG00060024948;ENSRNOG00065028328
61898	Maoa	MAO-A;Mao	ENSRNOG00000002848
61899	Slc29a1	ENT1;rENT1	ENSRNOG00000019752;ENSRNOG00055007373;ENSRNOG00060019889;ENSRNOG00065024920
61900	Gabrr1		ENSRNOG00000007603;ENSRNOG00065004875
61901	Gabrd	GABAA-RD;MGC105467	ENSRNOG00000016385;ENSRNOG00055015394;ENSRNOG00060004253;ENSRNOG00065009720
61902	Gabrr2		ENSRNOG00000007490;ENSRNOG00065004872
61903	Gpr182	Admr;G10D;NOW	ENSRNOG00000004311
61904	Ptprn2	PTP NE-6;PTPNE6;R-PTP-N2	ENSRNOG00000005003;ENSRNOG00055005045;ENSRNOG00060014787;ENSRNOG00065007303
61905	Psmc3	TBP-1	ENSRNOG00000011414
61906	Nr1h2	LXR beta;LXRB;LXRbeta;OR-1;UR	ENSRNOG00000019812;ENSRNOG00055005528;ENSRNOG00060007205;ENSRNOG00065027607
61907	Rps7	LOC497813;MGC188796;MGC72770;S8	ENSRNOG00000008373;ENSRNOG00000008551;ENSRNOG00000027694;ENSRNOG00055005708;ENSRNOG00055016920;ENSRNOG00060008885;ENSRNOG00065010497;ENSRNOG00065011558
61908	Rab7a	Rab7	ENSRNOG00000012247;ENSRNOG00055012878;ENSRNOG00060024690;ENSRNOG00065015249
61909	Nr1h3	LXRalpha;RLD-1	ENSRNOG00000013172
61910	Rps8		ENSRNOG00000054626;ENSRNOG00055012609;ENSRNOG00060030056;ENSRNOG00065016980
61911	Gabarap		ENSRNOG00000017417;ENSRNOG00055031485;ENSRNOG00060031714;ENSRNOG00065027622
61912	Slc6a6		ENSRNOG00000009019;ENSRNOG00055004410;ENSRNOG00060027547;ENSRNOG00065024758
61913	Gas6	GAS-6;GPF	ENSRNOG00000018233;ENSRNOG00055014374;ENSRNOG00060025940;ENSRNOG00065009131
61914	Tfpi	EPI;LACI	ENSRNOG00000005039;ENSRNOG00065021597
61915	Stx6	MGC93348;Syn6	ENSRNOG00000003402;ENSRNOG00055018381;ENSRNOG00060015770
61916	Fzd1	ENSRNOG00000062541;fz-1;rFz1	ENSRNOG00000016242;ENSRNOG00000062541
61917	Stx8		ENSRNOG00000003849
61918	Slc30a1	znT-1	ENSRNOG00000004749;ENSRNOG00055003340;ENSRNOG00055010951;ENSRNOG00060013793;ENSRNOG00065004149
61919	Slc13a1	naSi-1	ENSRNOG00000008121;ENSRNOG00055022278;ENSRNOG00060019173;ENSRNOG00065024325
61920	Slc13a2	Nadc1;naDC-1	ENSRNOG00000010337;ENSRNOG00055024952;ENSRNOG00060018251;ENSRNOG00065023152
61921	Gpr88		ENSRNOG00000026953;ENSRNOG00055001077;ENSRNOG00060000968;ENSRNOG00065022222
61922	Scn7a	Na-G;SCL-11;Scn6a	ENSRNOG00000029342
61923	Ddt		ENSRNOG00000001239;ENSRNOG00000068887;ENSRNOG00055021185;ENSRNOG00060017650
61924	Aif1	AIF-1;BART-1;Bart1;iba1;mrf-1	ENSRNOG00000000853
61925	Prkce	Pkce	ENSRNOG00000015603
61926	Gjb1	Cx32;Cxng	ENSRNOG00000003746;ENSRNOG00000063213;ENSRNOG00055029347;ENSRNOG00060024199;ENSRNOG00065017332
61927	Pecam1	CD31;MGC124998;PECAM-1	ENSRNOG00000066008
61928	Hif1a	MOP1	ENSRNOG00000008292
61929	Preb		ENSRNOG00000007141
61930	Sart1	SART-1;rSART-1	ENSRNOG00000020475;ENSRNOG00055021226;ENSRNOG00065033679
61931	Zfp292	Zn-15;Znf292	ENSRNOG00000031031
61932	Fah	FAA	ENSRNOG00000013223;ENSRNOG00055019112;ENSRNOG00060018221;ENSRNOG00065028314
61933	Atp5mc1	Atp5g1	ENSRNOG00000007235;ENSRNOG00000069121;ENSRNOG00055033169;ENSRNOG00060026175;ENSRNOG00065000504;ENSRNOG00065018069
61934	Azin1	AZI;Oazi	ENSRNOG00000005333
61935	Pla2g10	PLA2GX;sPLA2-X	ENSRNOG00000003164
61936	Slc22a2	OCT2;OCT2r;rOCT2	ENSRNOG00000016625
61937	Nrbf2	NRBF-2	ENSRNOG00000000641
61938	Fau		ENSRNOG00000018083;ENSRNOG00000020982;ENSRNOG00000046393;ENSRNOG00000062652
61939	Nckap1	NAP 1	ENSRNOG00000007518
61940	Napsa	Kdap	ENSRNOG00000019854
61941	Robo1	LOC102551586;LOC683548	ENSRNOG00000029614
61942	Pde3a	CGI-PDE A;RNPDE3A	ENSRNOG00000025042;ENSRNOG00055009149;ENSRNOG00060007660;ENSRNOG00065011553
61943	Pde3b	CGI PDE;RcGIPl	ENSRNOG00000011417
61944	Chka	CHETK-alpha;CK;CK-R;Chk;EK;MGC93538	ENSRNOG00000016791
61945	Per2	rPER2	ENSRNOG00000020254;ENSRNOG00055009603;ENSRNOG00060009201
61946	Pou3f2	Brn-2;OTF-7;oct-7	ENSRNOG00000006908;ENSRNOG00000063836
61947	Pou3f4	OTF-9;RHS2;brain-4;brn-4;oct-9	ENSRNOG00000002784;ENSRNOG00055027746;ENSRNOG00060025440;ENSRNOG00065026685
61948	Tmod2	N-Tmod	ENSRNOG00000010447;ENSRNOG00055007487;ENSRNOG00060018326;ENSRNOG00065017026
61949	Pla2g1b		ENSRNOG00000001153
61950	Csrp2	CRP2;SmLIM	ENSRNOG00000003772
61951	Lgals7	gal-7	ENSRNOG00000020380;ENSRNOG00055033298;ENSRNOG00060032195;ENSRNOG00065034055
61952	Atp1a4	LOC100365885;MGC93426	ENSRNOG00000032378
61953	Pak2	LOC100910732;PAK-2;gamma-PAK	ENSRNOG00000001747;ENSRNOG00000048597;ENSRNOG00060025077;ENSRNOG00065020237
61954	Gal	Galn	ENSRNOG00000015156;ENSRNOG00055020968;ENSRNOG00060032494;ENSRNOG00065030489
61955	Prps1	PRS-I	ENSRNOG00000060262
61956	Nt5e	5'-NT;CD73;MGC112615;Nt5	ENSRNOG00000011071
61957	Isl1	Isl-1;isl-1=homeobox	ENSRNOG00000012556
61958	S1pr1	EDG1 (Edg1);Edg1;S1P1	ENSRNOG00000013683;ENSRNOG00055001051;ENSRNOG00060000950;ENSRNOG00065022778
61959	Txnrd1	MGC93353;Tr	ENSRNOG00000009088
61960	Txnrd2	MGC93435;Tr3;Trxr2;Trxrd2	ENSRNOG00000001890;ENSRNOG00055003511;ENSRNOG00060012649;ENSRNOG00065008228
61962	Cryba4		ENSRNOG00000049770;ENSRNOG00055002205;ENSRNOG00060004649;ENSRNOG00065006032
61963	Fhl2	FHL-2;SLIM 3;SLIM-3	ENSRNOG00000016866;ENSRNOG00065029634
61964	Gstm5	Gstm3	ENSRNOG00000049743;ENSRNOG00055020672;ENSRNOG00060025766;ENSRNOG00065023683
61965	Ptpn1	MGC93562;PTP-1B;Ptp;Ptp1b	ENSRNOG00000010574;ENSRNOG00055004794;ENSRNOG00060001094;ENSRNOG00065013113
61966	Gabrg2		ENSRNOG00000003241;ENSRNOG00055003048;ENSRNOG00060019761;ENSRNOG00065001340
61967	Mcm6	Mcmd6	ENSRNOG00000003703
61968	Kcnj2	IRK-1;Kir2.1;RBL-IRK1	ENSRNOG00000004720;ENSRNOG00000064933;ENSRNOG00055030394;ENSRNOG00060029515;ENSRNOG00065020965
61969	Hpse	Hep;Hpa;LOC100362546	ENSRNOG00000002188
61970	Ptp4a1	LOC100360241;LOC103693189;MGC93357;PRL-1	ENSRNOG00000011771;ENSRNOG00000057009;ENSRNOG00000063494;ENSRNOG00055001636;ENSRNOG00060026808;ENSRNOG00065010876
61971	Kcnj5	CIR;GIRK-4;GIRK4;KATP-1;MGC93525	ENSRNOG00000033796;ENSRNOG00055008907;ENSRNOG00060011773
61972	Slc15a2	MGC91625	ENSRNOG00000002305
61973	Trpc3	TrpC3c;Trrp3	ENSRNOG00000016070;ENSRNOG00055002115;ENSRNOG00060007574;ENSRNOG00065008675
61974	Hpd	4HPPD	ENSRNOG00000001338;ENSRNOG00055015643;ENSRNOG00060003174;ENSRNOG00065006407
61975	Ctla4	CTLA-4;Cd152;sCTLA4	ENSRNOG00000054129
61976	Ckmt1	Ckmt1b;U-MtCK;mia-CK	ENSRNOG00000014573
61977	Ckmt2	MGC187999;S-MtCK;mib-CK	ENSRNOG00000055450
61978	Klrg1	MAFA	ENSRNOG00000014918
61979	Eef2	Ef-2	ENSRNOG00000020266;ENSRNOG00055032772;ENSRNOG00060030915;ENSRNOG00065022074
61980	Crybb3		ENSRNOG00000047673;ENSRNOG00055002086;ENSRNOG00060005712;ENSRNOG00065005606
61981	Csn2	Csn 2;Csnb	ENSRNOG00000039326
61982	Hpn		ENSRNOG00000021097
61983	Grn	PEPI;PGRN	ENSRNOG00000021031
61984	Dmbt1	Crpd;Dbmt1;LOC100361701;LOC100911344;LOC691969	ENSRNOG00000020560
61985	Grk5	Gprk5;MGC93405	ENSRNOG00000011439
61986	Grk6	Gprk6	ENSRNOG00000014615
61987	Phgdh	3-PGDH;MGC105399	ENSRNOG00000019328
61988	Hivep2	MIBP-1;MIBP1	ENSRNOG00000011015;ENSRNOG00055001702;ENSRNOG00060005561
61989	Ankrd1	Alrp;Carp;Crap;LOC102552909;MARP	ENSRNOG00000018598;ENSRNOG00055030495;ENSRNOG00065030408
61990	Csn3	Csn 10;Csn10;Csnk	ENSRNOG00000001951;ENSRNOG00065017271
61991	Smc1a	DXhXs423e;KIAA0178;SB1.8;SMC-1A;Smc1l1	ENSRNOG00000003139
61992	Gch1	GTPCH;GTPCH-1;Gch	ENSRNOG00000011039;ENSRNOG00055027391;ENSRNOG00060023866;ENSRNOG00065033111
61993	Plcb3		ENSRNOG00000021150
61994	Ppt1	PPT-1;Ppt	ENSRNOG00000012616;ENSRNOG00055012979;ENSRNOG00060017932;ENSRNOG00065015608
61995	Pten	MMAC1;Mmac;TEP1	ENSRNOG00000020723;ENSRNOG00055029782;ENSRNOG00060027159;ENSRNOG00065029492
61996	F2		ENSRNOG00000016325;ENSRNOG00055016064;ENSRNOG00060009925;ENSRNOG00065023700
61997	Kcnk3	Task-1;rTASK	ENSRNOG00000009790;ENSRNOG00055018693;ENSRNOG00060011772;ENSRNOG00065023877
61998	Ywhab	KCIP-1	ENSRNOG00000010945;ENSRNOG00055004006;ENSRNOG00060001133;ENSRNOG00065025659
61999	Sfmbt1	LOC680626;MGC93349;Sfmbt	ENSRNOG00000016645;ENSRNOG00055021093;ENSRNOG00060013815;ENSRNOG00065015014
62000	Ywhae	14-3-3e;MSF L	ENSRNOG00000005290
62001	Muc5ac	AABR07006032.1;LOC682837	ENSRNOG00000055996
62002	Ywhag	14-3-3G	ENSRNOG00000001436;ENSRNOG00055000321;ENSRNOG00060010383;ENSRNOG00065001781
62003	Bmal1	Arntl;tic	ENSRNOG00000014448
62004	Cask	LOC100910506	ENSRNOG00000003054;ENSRNOG00000060946
62005	Tmeff1	TR-1	ENSRNOG00000008034;ENSRNOG00055020954;ENSRNOG00060005254;ENSRNOG00065010737
62006	Smc3	Cspg6;SMC-3	ENSRNOG00000014173
62007	Ensa		ENSRNOG00000048617;ENSRNOG00055031649;ENSRNOG00060013225;ENSRNOG00065023447
62008	Cntn6	NB-3	ENSRNOG00000032517;ENSRNOG00055019914;ENSRNOG00060004455;ENSRNOG00065012028
62009	Zfp36l1	Berg36;Brf1;ERF1;TIS11b;cMG1	ENSRNOG00000058646;ENSRNOG00055019483;ENSRNOG00060022117;ENSRNOG00065018784
62010	Cxcr5	Blr1;CXC-R5;CXCR-5;NLR	ENSRNOG00000012430
62011	Igbp1		ENSRNOG00000026267;ENSRNOG00055030116;ENSRNOG00060021539;ENSRNOG00065016594
62012	Syt6	MGC116356	ENSRNOG00000019163;ENSRNOG00055018902;ENSRNOG00060030707;ENSRNOG00065031251
62013	Syt7	SytVII	ENSRNOG00000026432;ENSRNOG00055017972;ENSRNOG00060023249;ENSRNOG00065024873
62014	Nxf1	Mex67h;Mex67h-pending;Tap	ENSRNOG00000019069
62015	Nfib		ENSRNOG00000009795
62016	Nfic		ENSRNOG00000004505
62017	Pebp1	HCNP;HCNPpp;P23K;PEBP-1;Pbp;Rkip	ENSRNOG00000001136
62018	Ppp1r1a	I-1;IPP-1	ENSRNOG00000036827;ENSRNOG00055028716;ENSRNOG00060013963;ENSRNOG00065024187
62019	Clip2	CLIP-115;Cyln2	ENSRNOG00000021611
62020	Prmt1	Hrmt1l2	ENSRNOG00000026109;ENSRNOG00055005632;ENSRNOG00060007875;ENSRNOG00065028078
62021	Hspb7	Hsp25-2;cvHsp	ENSRNOG00000029079
62022	Tmsb10	Ptmb10;THYb10	ENSRNOG00000042499;ENSRNOG00000064090;ENSRNOG00055021035;ENSRNOG00060015575;ENSRNOG00065005373
62023	Camkk1		ENSRNOG00000018242;ENSRNOG00055027466;ENSRNOG00060018674;ENSRNOG00065025095
62024	Rps12		ENSRNOG00000016411
62025	Rps14		ENSRNOG00000018774
62026	Rps15		ENSRNOG00000024603;ENSRNOG00000043026;ENSRNOG00055032536;ENSRNOG00060032337;ENSRNOG00065018923
62027	Rps17		ENSRNOG00000019106;ENSRNOG00000045885;ENSRNOG00055008922;ENSRNOG00055017573;ENSRNOG00060003745;ENSRNOG00060010256;ENSRNOG00065007622;ENSRNOG00065031175
62028	Nr0b1	Ahch;DAX-1	ENSRNOG00000003765
62029	Myh6	MyHC-beta;MyHC-slow;Myh7;Myosin-7	ENSRNOG00000025757
62030	Myh7	Bmyo;Myhcb	ENSRNOG00000016983
62031	Coil		ENSRNOG00000000244
62032	Adam7	ADAM;ADAM 7;EAP;EAP I;EAPI;I	ENSRNOG00000014054
62033	Npff		ENSRNOG00000047739;ENSRNOG00055028600;ENSRNOG00060015162;ENSRNOG00065022811
62034	Ssr4	SSR-delta;TRAP-delta	ENSRNOG00000053172
62035	Cd37	MRC OX-44	ENSRNOG00000020699
62036	Fdx1		ENSRNOG00000012123;ENSRNOG00055028656;ENSRNOG00060014799;ENSRNOG00065016136
62037	Arc	ARC/ARG3.1;arg3.1;rg3.1	ENSRNOG00000043465;ENSRNOG00055025242;ENSRNOG00060023163;ENSRNOG00065009634
62038	Dctn1	DAP-150;DP-150	ENSRNOG00000010048
62039	Plk3	Cnk;Fnk;PLK-3	ENSRNOG00000018484
62040	Hpx	Hpxn	ENSRNOG00000018257;ENSRNOG00055024173;ENSRNOG00060018012;ENSRNOG00065031931
62041	Syt10	sytX	ENSRNOG00000014296;ENSRNOG00055012196;ENSRNOG00060025239;ENSRNOG00065017388
62042	Syt11		ENSRNOG00000020279
62043	Xdh	XOR	ENSRNOG00000007081
62044	Htr6	5-HT-6;5-HT6;ST-B17	ENSRNOG00000049761
62045	Csnk1e		ENSRNOG00000013076
62046	Thbs4		ENSRNOG00000012471
62047	Ptbp1	PTB1;Ptb;Pybp;Pybp1;Pybp2;hnRNP I	ENSRNOG00000010448;ENSRNOG00055032803;ENSRNOG00060025839;ENSRNOG00065020312
62048	Top2a		ENSRNOG00000053047
62049	Rpl9	LOC100362838	ENSRNOG00000026716;ENSRNOG00000028449;ENSRNOG00000030476;ENSRNOG00055017984;ENSRNOG00060015961;ENSRNOG00065013441
62050	Tnni2		ENSRNOG00000020276;ENSRNOG00055030487;ENSRNOG00060026836;ENSRNOG00065030520
62051	Pla2g5	MGC93513	ENSRNOG00000016838;ENSRNOG00055022859;ENSRNOG00060031903;ENSRNOG00065021857
62052	Tnni3	TnI;cTNI	ENSRNOG00000018250;ENSRNOG00055015678;ENSRNOG00060027044;ENSRNOG00065032480
62053	Csrp1	CRP;CRP1;Csrp;Csrp 1	ENSRNOG00000008937;ENSRNOG00055022043;ENSRNOG00060015700;ENSRNOG00065020584
62054	Pdyn		ENSRNOG00000026036
62055	Limk1	LIMK-1	ENSRNOG00000001470
62056	Limk2	LIMK-2;Limk2b;Link2	ENSRNOG00000019000
62057	Ltbp3		ENSRNOG00000020813
62058	Aoc3	SSAO;VAP-1;VP97	ENSRNOG00000051307
62059	Tesk1		ENSRNOG00000053729;ENSRNOG00055016877;ENSRNOG00060004800;ENSRNOG00065009759
62060	Ogt		ENSRNOG00000003359
62061	Insl6		ENSRNOG00000015868;ENSRNOG00055031070;ENSRNOG00060023475;ENSRNOG00065026726
62062	Mybbp1a	DBP;PIP	ENSRNOG00000015236
62063	Zfp148	Zbp-89;Znf148	ENSRNOG00000001789
62064	Adra1d	Adrd1;RA42	ENSRNOG00000021256
62065	Extl3	LOC102549615;Regr	ENSRNOG00000013581
62066	Slc37a4	G6pt1	ENSRNOG00000011361
62067	Rpl23	MGC72962;RL23a	ENSRNOG00000004107
62068	Ptpro	GLEPP1;RPTP-BK	ENSRNOG00000006231
62069	Rpl29	P23	ENSRNOG00000011138;ENSRNOG00000050264
62070	Crabp2	LOC108348208	ENSRNOG00000022101;ENSRNOG00000048421
62071	Gap43	Basp2;MGC156666	ENSRNOG00000001528;ENSRNOG00055003675;ENSRNOG00060008252;ENSRNOG00065008993
62072	Slc18a3	VACht;rVAT	ENSRNOG00000062141
62073	P2rx4	P2X4	ENSRNOG00000001300;ENSRNOG00055014564;ENSRNOG00060001911;ENSRNOG00065006722
62074	Inhba		ENSRNOG00000014320;ENSRNOG00055010160;ENSRNOG00060014595;ENSRNOG00065022461
62075	Rpn2	RPN-II	ENSRNOG00000007492;ENSRNOG00055026457;ENSRNOG00060022221;ENSRNOG00065026897
62076	Ptges	MGC124930;Pges;mPGES-1	ENSRNOG00000006320;ENSRNOG00055007207;ENSRNOG00065021085
62077	Sebox	Og9x	ENSRNOG00000009979;ENSRNOG00055025864;ENSRNOG00060019590
62078	Rps3a		ENSRNOG00000011893;ENSRNOG00055024774;ENSRNOG00060029692;ENSRNOG00065028520
62079	Gosr2		ENSRNOG00000003506;ENSRNOG00055030110;ENSRNOG00060013738;ENSRNOG00065029741
62080	Cd63	MGC72893	ENSRNOG00000007650
62081	Hes1	RHL	ENSRNOG00000001720;ENSRNOG00055016255;ENSRNOG00060019897;ENSRNOG00065017613
62082	Hes2		ENSRNOG00000010490;ENSRNOG00055016911;ENSRNOG00060003613;ENSRNOG00065009781
62083	Kcna6	Kv1.6;RCK2;kv2	ENSRNOG00000052486
62084	Cblif	Gif;IF;INF	ENSRNOG00000021001
62085	Rpl36		ENSRNOG00000033473;ENSRNOG00000055777;ENSRNOG00000060478
62086	Acsm3	Sa;Sah	ENSRNOG00000032246;ENSRNOG00055007079;ENSRNOG00060019899;ENSRNOG00065030719
62087	Mapk6	ERK-3;ERK3;MAPK 6;MGC124957;p55-MAPK	ENSRNOG00000009381;ENSRNOG00055007320;ENSRNOG00060017014;ENSRNOG00065016898
62088	P2ry2	P2U1;P2Y2	ENSRNOG00000019283;ENSRNOG00055028254;ENSRNOG00060002979;ENSRNOG00065021875
62387	Pdx1	IDX-1;IPF-1;Idx1;Ipf1;STF-1;Stf1	ENSRNOG00000046458;ENSRNOG00055003991;ENSRNOG00060002478;ENSRNOG00065006191
62388	Htr5b	5-HT-5B;5-HT5B;5Ht5b;MR22;REC17	ENSRNOG00000002549;ENSRNOG00055013150;ENSRNOG00060005940;ENSRNOG00065009722
62389	Klf6	Aa1017;CPBP;Zf9	ENSRNOG00000016885
62390	Akt3	Pkbg	ENSRNOG00000021497
62391	Ddit3	C/EBP zeta;CHOP;CHOP-10;Chop10;DDIT-3;Gadd153;MGC124604;RM4	ENSRNOG00000006789
67366	Pla2g4a	LOC100911675;Pla2c;Pla2g4;cPLA2	ENSRNOG00000002657
67376	Sds	MGC108581;RATSDHE1;SDH2;Sdh;Sdhe1;TDH	ENSRNOG00000001388
67377	Hsd3b2	3-beta-HSD IV;Hsd3b1;Hsd3b2l1;Hsd3b6;LOC108348086;MGC109236	ENSRNOG00000019441;ENSRNOG00000042884
67378	Ncam1	Cd56;MGC124601;N-CAM;N-CAM-1;NCAM-1;NCAM-C;NCAMC;Ncam	ENSRNOG00000031890
67379	Acaa1a	Acaa;Acaa1;MGC108766	ENSRNOG00000032908
67380	Mbl2	Ab2-001;Ab2-011;LOC100911854;MBP-C;RARF/P28A;raRF p28A	ENSRNOG00000050305
67382	Klkb1	KALP15;Kalp1;Klk3;MGC108748;PK;RATKALP15	ENSRNOG00000014118;ENSRNOG00060008823;ENSRNOG00065003042
67383	Prkcd	Pkcd	ENSRNOG00000016346
67385	Cacnb2	CAB2;Cacnlb2	ENSRNOG00000018378
67387	Eef1a1	EEF-1;EEF1A;EF-1 alpha2;EF-1-alpha-1;EF-Tu;EF1A;Eef1a2;Eef1a2l1;LOC293924;MGC125172;SI;eEF1A-1	ENSRNOG00000009439;ENSRNOG00000011624;ENSRNOG00055004783;ENSRNOG00060021266;ENSRNOG00065017068
67390	Orm1	AAG;AGP;Agpa1;OMD;Orm	ENSRNOG00000007886
67394	Eln	RATTREL11;TREL11;Trela26	ENSRNOG00000001469;ENSRNOG00065001486
67396	Ceacam1	BGPR;Bgp;C-CAM 105;CD66a;Ccam1;Ccam1_mapped;GP110;cell-CAM 105;pp120	ENSRNOG00000020578;ENSRNOG00060031079;ENSRNOG00065032913
67398	Tbp	MGC93994;TFIID	ENSRNOG00000001489
67399	Insrr	IRR;Sirr	ENSRNOG00000057702
67401	Ccnf		ENSRNOG00000007483;ENSRNOG00055027030;ENSRNOG00060009823;ENSRNOG00065010359
67402	Hmox2	Ho-2	ENSRNOG00000003773;ENSRNOG00055028051;ENSRNOG00060007820;ENSRNOG00065010283
67404	Clip1	CLIP-170;MGC114234;Rsn	ENSRNOG00000001247;ENSRNOG00055014674;ENSRNOG00060002932;ENSRNOG00065006227
68320	Gabre		ENSRNOG00000061182
68321	Sec61a1	Sec61a	ENSRNOG00000013743;ENSRNOG00055012068;ENSRNOG00060026621;ENSRNOG00065015545
68322	Apcs	Sap	ENSRNOG00000009086
68323	Rab2a	Rab2	ENSRNOG00000005963
68324	Pdlim1	CLP36	ENSRNOG00000016166;ENSRNOG00055028920;ENSRNOG00060026649;ENSRNOG00065030159
68325	Ighmbp2	AEP;MGC124598	ENSRNOG00000013456
68326	Vapb	MGC72459;VAMP-B;VAP-B	ENSRNOG00000005331;ENSRNOG00055000924;ENSRNOG00060001564;ENSRNOG00065013095
68327	Hap1	HAP-1;HAP1-A;HAP1-B	ENSRNOG00000014819
68328	Slc2a5	GLUT-5	ENSRNOG00000017693;ENSRNOG00055015167;ENSRNOG00060024156;ENSRNOG00065011308
68329	Pde1a	3'-RACEclone8phosphodiesterase1A;3-RACEclone8phosphodiesterase1A;LOC102554725	ENSRNOG00000054212
68330	Thop1	EP24.15;MGC93105	ENSRNOG00000019924;ENSRNOG00055032661;ENSRNOG00060031896;ENSRNOG00065022268
68331	Gabrq		ENSRNOG00000053402
68332	Pde1c		ENSRNOG00000012337
68333	Gpr12	Gpcr12;MGC156481;R334	ENSRNOG00000039832
68334	S1pr2	AGR16;Edg5;GPCR18;Gpcr13;H218;S1P2;snGPCR18	ENSRNOG00000020653;ENSRNOG00055013081;ENSRNOG00060027995;ENSRNOG00065011906
68335	Por	CPR;P450R	ENSRNOG00000001442;ENSRNOG00055000340;ENSRNOG00060010838;ENSRNOG00065001806
68336	Pex14		ENSRNOG00000013498;ENSRNOG00055022387;ENSRNOG00060027265;ENSRNOG00065010914
68337	Htt	Hd;Hdh	ENSRNOG00000011073
68338	Gipc1	Gipc;Rgs19;Rgs19ip1	ENSRNOG00000003864;ENSRNOG00055007477;ENSRNOG00060013398;ENSRNOG00065009850
68339	Fads2	D6D;Fadsd6;MGC93365	ENSRNOG00000020440;ENSRNOG00055017917;ENSRNOG00060030734;ENSRNOG00065033960
68340	Or6a2	LOC100911376;Olfr41;Olr226	ENSRNOG00000029142;ENSRNOG00000061860;ENSRNOG00000071080
68341	Pik3r2	MGC108697	ENSRNOG00000019228
68342	Slc7a3	Atrc3;Cat3;Slc7a2;cat-3	ENSRNOG00000004133
68343	Mrpl23	L23mt;MRP-L23;Rpl23-rs;Rpl23l;rL23MRP	ENSRNOG00000020354
68344	Uba52	CEP52;Rps27a;Ubb	ENSRNOG00000019971;ENSRNOG00000019974;ENSRNOG00055003646;ENSRNOG00060009657;ENSRNOG00065024034
68345	Hspb3		ENSRNOG00000010992
68346	Akr1a1	Akr1a4	ENSRNOG00000016727;ENSRNOG00055013242;ENSRNOG00060029038;ENSRNOG00065016659
68347	Celf2	Brunol3;Cugbp2;Etr3	ENSRNOG00000023661
